month_year,vehicle_class,ev_sales_quantity
2019-02,Construction Equipment Vehicle (Commercial),0
2019-02,Crane Mounted Vehicle,1
2019-02,Dumper,0
2019-02,E-Rickshaw With Cart (G),309
2019-02,E-Rickshaw(P),8451
2019-02,Earth Moving Equipment,0
2019-02,Educational Institution Bus,0
2019-02,Excavator (Commercial),0
2019-02,Excavator (Nt),0
2019-02,Fire Fighting Vehicle,0
2019-02,Fire Tenders,0
2019-02,Fork Lift,2
2019-02,Goods Carrier,2
2019-02,Harvester,0
2019-02,Hearses,0
2019-02,Luxury Cab,0
2019-02,M-Cycle/Scooter,2561
2019-02,M-Cycle/Scooter-With Side Car,1
2019-02,Maxi Cab,2
2019-02,Mobile Clinic,0
2019-02,Mobile Workshop,0
2019-02,Moped,276
2019-02,Motor Cab,70
2019-02,Motor Car,156
2019-02,Motor Cycle/Scooter-Sidecar(T),1
2019-02,Motor Cycle/Scooter-Used For Hire,95
2019-02,Motorised Cycle (Cc > 25Cc),188
2019-02,Omni Bus,0
2019-02,Omni Bus (Private Use),0
2019-02,Power Tiller,0
2019-02,Private Service Vehicle,0
2019-02,Private Service Vehicle (Individual Use),0
2019-02,Recovery Vehicle,0
2019-02,Road Roller,0
2019-02,Snorked Ladders,0
2019-02,Three Wheeler (Goods),40
2019-02,Three Wheeler (Passenger),27
2019-02,Three Wheeler (Personal),2
2019-02,Tower Wagon,0
2019-02,Tractor (Commercial),0
2019-02,Tractor-Trolley(Commercial),0
2019-02,Trailer (Agricultural),0
2019-02,Trailer (Commercial),0
2019-02,Vehicle Fitted With Compressor,0
2019-02,Vehicle Fitted With Generator,0
2019-02,Vehicle Fitted With Rig,0
2019-03,Adapted Vehicle,2
2019-03,Agricultural Tractor,0
2019-03,Ambulance,0
2019-03,Animal Ambulance,0
2019-03,Articulated Vehicle,0
2019-03,Auxiliary Trailer,0
2019-03,Breakdown Van,0
2019-03,Bus,5
2019-03,Camper Van / Trailer,0
2019-03,Camper Van / Trailer (Private Use),0
2019-03,Cash Van,0
2019-03,Construction Equipment Vehicle,0
2019-03,Construction Equipment Vehicle (Commercial),0
2019-03,Crane Mounted Vehicle,0
2019-03,Dumper,0
2019-03,E-Rickshaw With Cart (G),305
2019-03,E-Rickshaw(P),8610
2019-03,Earth Moving Equipment,0
2019-03,Educational Institution Bus,0
2019-03,Excavator (Commercial),0
2019-03,Excavator (Nt),0
2019-03,Fire Fighting Vehicle,0
2019-03,Fire Tenders,0
2019-03,Fork Lift,0
2019-03,Goods Carrier,1
2019-03,Harvester,0
2019-03,Hearses,0
2019-03,Luxury Cab,0
2019-03,M-Cycle/Scooter,4714
2019-03,M-Cycle/Scooter-With Side Car,0
2019-03,Maxi Cab,1
2019-03,Mobile Canteen,0
2019-03,Mobile Clinic,0
2019-03,Mobile Workshop,0
2019-03,Moped,408
2019-03,Motor Cab,80
2019-03,Motor Car,159
2019-03,Motor Cycle/Scooter-Sidecar(T),0
2019-03,Motor Cycle/Scooter-Used For Hire,510
2019-03,Motorised Cycle (Cc > 25Cc),234
2019-03,Omni Bus,1
2019-03,Omni Bus (Private Use),0
2019-03,Power Tiller,0
2019-03,Private Service Vehicle,0
2019-03,Private Service Vehicle (Individual Use),0
2019-03,Quadricycle (Private),0
2019-03,Recovery Vehicle,0
2019-03,Road Roller,0
2019-03,Snorked Ladders,0
2019-03,Three Wheeler (Goods),87
2019-03,Three Wheeler (Passenger),34
2019-03,Three Wheeler (Personal),3
2019-03,Tow Truck,0
2019-03,Tower Wagon,0
2019-03,Tractor (Commercial),0
2019-03,Tractor-Trolley(Commercial),0
2019-03,Trailer (Agricultural),0
2019-03,Trailer (Commercial),0
2019-03,Tree Trimming Vehicle,0
2019-03,Vehicle Fitted With Compressor,0
2019-03,Vehicle Fitted With Generator,0
2019-03,Vehicle Fitted With Rig,0
2019-04,Adapted Vehicle,1
2019-04,Agricultural Tractor,0
2019-04,Ambulance,0
2019-04,Animal Ambulance,0
2019-04,Articulated Vehicle,0
2019-04,Auxiliary Trailer,0
2019-04,Breakdown Van,0
2019-04,Bus,35
2019-04,Camper Van / Trailer,0
2019-04,Camper Van / Trailer (Private Use),0
2019-04,Cash Van,0
2019-04,Construction Equipment Vehicle,0
2019-04,Construction Equipment Vehicle (Commercial),0
2019-04,Crane Mounted Vehicle,0
2019-04,Dumper,0
2019-04,E-Rickshaw With Cart (G),367
2019-04,E-Rickshaw(P),7541
2019-04,Earth Moving Equipment,0
2019-04,Educational Institution Bus,0
2019-04,Excavator (Commercial),0
2019-04,Excavator (Nt),0
2019-04,Fire Fighting Vehicle,0
2019-04,Fire Tenders,0
2019-04,Fork Lift,0
2019-04,Goods Carrier,2
2019-04,Harvester,0
2019-04,Hearses,0
2019-04,Library Van,0
2019-04,Luxury Cab,0
2019-04,M-Cycle/Scooter,2609
2019-04,M-Cycle/Scooter-With Side Car,0
2019-04,Maxi Cab,4
2019-04,Mobile Clinic,0
2019-04,Mobile Workshop,0
2019-04,Moped,354
2019-04,Motor Cab,23
2019-04,Motor Car,92
2019-04,Motor Cycle/Scooter-Sidecar(T),0
2019-04,Motor Cycle/Scooter-Used For Hire,0
2019-04,Motorised Cycle (Cc > 25Cc),112
2019-04,Omni Bus,0
2019-04,Omni Bus (Private Use),0
2019-04,Power Tiller,0
2019-04,Private Service Vehicle,0
2019-04,Private Service Vehicle (Individual Use),0
2019-04,Quadricycle (Commercial),0
2019-04,Quadricycle (Private),0
2019-04,Recovery Vehicle,0
2019-04,Road Roller,0
2019-04,Snorked Ladders,0
2019-04,Three Wheeler (Goods),20
2019-04,Three Wheeler (Passenger),24
2019-04,Three Wheeler (Personal),0
2019-04,Tow Truck,0
2019-04,Tower Wagon,0
2019-04,Tractor (Commercial),0
2019-04,Tractor-Trolley(Commercial),0
2019-04,Trailer (Agricultural),0
2019-04,Trailer (Commercial),1
2019-04,Trailer For Personal Use,0
2019-04,Vehicle Fitted With Compressor,0
2019-04,Vehicle Fitted With Generator,0
2019-04,Vehicle Fitted With Rig,0
2019-05,Adapted Vehicle,0
2019-05,Agricultural Tractor,0
2019-05,Ambulance,0
2019-05,Animal Ambulance,0
2019-05,Armoured/Specialised Vehicle,0
2019-05,Articulated Vehicle,0
2019-05,Auxiliary Trailer,0
2019-05,Breakdown Van,0
2019-05,Bus,54
2019-05,Camper Van / Trailer,0
2019-05,Camper Van / Trailer (Private Use),0
2019-05,Cash Van,0
2019-05,Construction Equipment Vehicle,0
2019-05,Construction Equipment Vehicle (Commercial),0
2019-05,Crane Mounted Vehicle,0
2019-05,Dumper,0
2019-05,E-Rickshaw With Cart (G),391
2019-05,E-Rickshaw(P),7839
2019-05,Earth Moving Equipment,0
2019-05,Educational Institution Bus,0
2019-05,Excavator (Commercial),0
2019-05,Excavator (Nt),0
2019-05,Fire Fighting Vehicle,0
2019-05,Fire Tenders,0
2019-05,Fork Lift,1
2019-05,Goods Carrier,2
2019-05,Harvester,0
2019-05,Hearses,0
2019-05,Luxury Cab,0
2019-05,M-Cycle/Scooter,1382
2019-05,M-Cycle/Scooter-With Side Car,0
2019-05,Maxi Cab,0
2019-05,Mobile Canteen,0
2019-05,Mobile Clinic,0
2019-05,Mobile Workshop,0
2019-05,Moped,131
2019-05,Motor Cab,21
2019-05,Motor Car,40
2019-05,Motor Cycle/Scooter-Sidecar(T),0
2019-05,Motor Cycle/Scooter-Used For Hire,100
2019-05,Motorised Cycle (Cc > 25Cc),55
2019-05,Omni Bus,0
2019-05,Omni Bus (Private Use),0
2019-05,Power Tiller,0
2019-05,Private Service Vehicle,0
2019-05,Private Service Vehicle (Individual Use),0
2019-05,Quadricycle (Commercial),0
2019-05,Quadricycle (Private),0
2019-05,Recovery Vehicle,0
2019-05,Road Roller,0
2019-05,Three Wheeler (Goods),26
2019-05,Three Wheeler (Passenger),40
2019-05,Three Wheeler (Personal),0
2019-05,Tow Truck,0
2019-05,Tower Wagon,0
2019-05,Tractor (Commercial),0
2019-05,Tractor-Trolley(Commercial),0
2019-05,Trailer (Agricultural),0
2019-05,Trailer (Commercial),0
2019-05,Trailer For Personal Use,0
2019-05,Tree Trimming Vehicle,0
2019-05,Vehicle Fitted With Compressor,0
2019-05,Vehicle Fitted With Generator,0
2019-05,Vehicle Fitted With Rig,0
2019-06,Adapted Vehicle,0
2019-06,Agricultural Tractor,0
2019-06,Ambulance,0
2019-06,Animal Ambulance,0
2019-06,Articulated Vehicle,0
2019-06,Auxiliary Trailer,0
2019-06,Breakdown Van,0
2019-06,Bus,30
2019-06,Camper Van / Trailer,0
2019-06,Camper Van / Trailer (Private Use),0
2019-06,Cash Van,0
2019-06,Construction Equipment Vehicle,0
2019-06,Construction Equipment Vehicle (Commercial),0
2019-06,Crane Mounted Vehicle,0
2019-06,Dumper,0
2019-06,E-Rickshaw With Cart (G),346
2019-06,E-Rickshaw(P),8849
2019-06,Earth Moving Equipment,1
2019-06,Educational Institution Bus,0
2019-06,Excavator (Commercial),0
2019-06,Excavator (Nt),0
2019-06,Fire Fighting Vehicle,0
2019-06,Fire Tenders,0
2019-06,Fork Lift,4
2019-06,Goods Carrier,2
2019-06,Harvester,0
2019-06,Hearses,0
2019-06,Library Van,0
2019-06,Luxury Cab,0
2019-06,M-Cycle/Scooter,1496
2019-06,M-Cycle/Scooter-With Side Car,2
2019-06,Maxi Cab,0
2019-06,Mobile Clinic,0
2019-06,Mobile Workshop,0
2019-06,Moped,100
2019-06,Motor Cab,25
2019-06,Motor Car,32
2019-06,Motor Cycle/Scooter-Sidecar(T),0
2019-06,Motor Cycle/Scooter-Used For Hire,101
2019-06,Motorised Cycle (Cc > 25Cc),58
2019-06,Omni Bus,0
2019-06,Omni Bus (Private Use),0
2019-06,Power Tiller,0
2019-06,Private Service Vehicle,0
2019-06,Private Service Vehicle (Individual Use),0
2019-06,Quadricycle (Commercial),0
2019-06,Quadricycle (Private),0
2019-06,Recovery Vehicle,0
2019-06,Road Roller,0
2019-06,Three Wheeler (Goods),17
2019-06,Three Wheeler (Passenger),94
2019-06,Three Wheeler (Personal),1
2019-06,Tow Truck,0
2019-06,Tower Wagon,0
2019-06,Tractor (Commercial),0
2019-06,Tractor-Trolley(Commercial),1
2019-06,Trailer (Agricultural),0
2019-06,Trailer (Commercial),0
2019-06,Vehicle Fitted With Compressor,0
2019-06,Vehicle Fitted With Generator,0
2019-06,Vehicle Fitted With Rig,0
2019-07,Adapted Vehicle,0
2019-07,Agricultural Tractor,0
2019-07,Ambulance,0
2019-07,Animal Ambulance,0
2019-07,Articulated Vehicle,0
2019-07,Auxiliary Trailer,0
2019-07,Breakdown Van,0
2019-07,Bus,35
2019-07,Camper Van / Trailer,0
2019-07,Camper Van / Trailer (Private Use),0
2019-07,Cash Van,0
2019-07,Construction Equipment Vehicle,0
2019-07,Construction Equipment Vehicle (Commercial),0
2019-07,Crane Mounted Vehicle,0
2019-07,Dumper,0
2019-07,E-Rickshaw With Cart (G),326
2019-07,E-Rickshaw(P),10367
2019-07,Earth Moving Equipment,0
2019-07,Educational Institution Bus,0
2019-07,Excavator (Commercial),0
2019-07,Excavator (Nt),0
2019-07,Fire Fighting Vehicle,0
2019-07,Fire Tenders,0
2019-07,Fork Lift,3
2019-07,Goods Carrier,1
2019-07,Harvester,0
2019-07,Hearses,0
2019-07,Library Van,0
2019-07,Luxury Cab,0
2019-07,M-Cycle/Scooter,1388
2019-07,M-Cycle/Scooter-With Side Car,0
2019-07,Maxi Cab,1
2019-07,Mobile Clinic,0
2019-07,Mobile Workshop,0
2019-07,Moped,114
2019-07,Motor Cab,44
2019-07,Motor Car,65
2019-07,Motor Cycle/Scooter-Sidecar(T),0
2019-07,Motor Cycle/Scooter-Used For Hire,11
2019-07,Motorised Cycle (Cc > 25Cc),55
2019-07,Omni Bus,0
2019-07,Omni Bus (Private Use),0
2019-07,Power Tiller,0
2019-07,Private Service Vehicle,1
2019-07,Private Service Vehicle (Individual Use),0
2019-07,Quadricycle (Commercial),0
2019-07,Quadricycle (Private),0
2019-07,Recovery Vehicle,0
2019-07,Road Roller,0
2019-07,Snorked Ladders,0
2019-07,Three Wheeler (Goods),12
2019-07,Three Wheeler (Passenger),51
2019-07,Three Wheeler (Personal),1
2019-07,Tow Truck,0
2019-07,Tower Wagon,0
2019-07,Tractor (Commercial),0
2019-07,Tractor-Trolley(Commercial),4
2019-07,Trailer (Agricultural),0
2019-07,Trailer (Commercial),0
2019-07,Trailer For Personal Use,0
2019-07,Vehicle Fitted With Compressor,0
2019-07,Vehicle Fitted With Generator,0
2019-07,Vehicle Fitted With Rig,0
2019-08,Adapted Vehicle,0
2019-08,Agricultural Tractor,0
2019-08,Ambulance,0
2019-08,Animal Ambulance,0
2019-08,Articulated Vehicle,0
2019-08,Breakdown Van,0
2019-08,Bus,80
2019-08,Camper Van / Trailer,0
2019-08,Camper Van / Trailer (Private Use),0
2019-08,Cash Van,0
2019-08,Construction Equipment Vehicle,0
2019-08,Construction Equipment Vehicle (Commercial),0
2019-08,Crane Mounted Vehicle,0
2019-08,Dumper,0
2019-08,E-Rickshaw With Cart (G),348
2019-08,E-Rickshaw(P),11085
2019-08,Earth Moving Equipment,1
2019-08,Educational Institution Bus,0
2019-08,Excavator (Commercial),0
2019-08,Excavator (Nt),0
2019-08,Fire Fighting Vehicle,0
2019-08,Fire Tenders,0
2019-08,Fork Lift,0
2019-08,Goods Carrier,12
2019-08,Harvester,0
2019-08,Hearses,0
2019-08,Library Van,0
2019-08,Luxury Cab,0
2019-08,M-Cycle/Scooter,1365
2019-08,M-Cycle/Scooter-With Side Car,0
2019-08,Maxi Cab,0
2019-08,Mobile Canteen,0
2019-08,Mobile Clinic,0
2019-08,Mobile Workshop,0
2019-08,Moped,79
2019-08,Motor Cab,20
2019-08,Motor Car,76
2019-08,Motor Cycle/Scooter-Sidecar(T),0
2019-08,Motor Cycle/Scooter-Used For Hire,2
2019-08,Motorised Cycle (Cc > 25Cc),61
2019-08,Omni Bus,0
2019-08,Omni Bus (Private Use),0
2019-08,Power Tiller,0
2019-08,Private Service Vehicle,0
2019-08,Private Service Vehicle (Individual Use),0
2019-08,Quadricycle (Commercial),0
2019-08,Quadricycle (Private),0
2019-08,Recovery Vehicle,0
2019-08,Road Roller,0
2019-08,Three Wheeler (Goods),14
2019-08,Three Wheeler (Passenger),106
2019-08,Three Wheeler (Personal),3
2019-08,Tow Truck,0
2019-08,Tower Wagon,0
2019-08,Tractor (Commercial),0
2019-08,Tractor-Trolley(Commercial),0
2019-08,Trailer (Agricultural),0
2019-08,Trailer (Commercial),0
2019-08,Trailer For Personal Use,0
2019-08,Vehicle Fitted With Compressor,0
2019-08,Vehicle Fitted With Generator,0
2019-08,Vehicle Fitted With Rig,0
2019-09,Adapted Vehicle,0
2019-09,Agricultural Tractor,0
2019-09,Ambulance,0
2019-09,Animal Ambulance,0
2019-09,Articulated Vehicle,0
2019-09,Breakdown Van,0
2019-09,Bus,33
2019-09,Camper Van / Trailer,0
2019-09,Camper Van / Trailer (Private Use),0
2019-09,Cash Van,0
2019-09,Construction Equipment Vehicle,0
2019-09,Construction Equipment Vehicle (Commercial),0
2019-09,Crane Mounted Vehicle,0
2019-09,Dumper,0
2019-09,E-Rickshaw With Cart (G),382
2019-09,E-Rickshaw(P),13811
2019-09,Earth Moving Equipment,0
2019-09,Educational Institution Bus,0
2019-09,Excavator (Commercial),0
2019-09,Excavator (Nt),0
2019-09,Fire Fighting Vehicle,0
2019-09,Fire Tenders,0
2019-09,Fork Lift,0
2019-09,Goods Carrier,0
2019-09,Harvester,0
2019-09,Hearses,0
2019-09,Library Van,0
2019-09,Luxury Cab,18
2019-09,M-Cycle/Scooter,1408
2019-09,M-Cycle/Scooter-With Side Car,0
2019-09,Maxi Cab,0
2019-09,Mobile Canteen,0
2019-09,Mobile Clinic,0
2019-09,Mobile Workshop,0
2019-09,Moped,67
2019-09,Motor Cab,96
2019-09,Motor Car,66
2019-09,Motor Cycle/Scooter-Sidecar(T),0
2019-09,Motor Cycle/Scooter-Used For Hire,17
2019-09,Motorised Cycle (Cc > 25Cc),66
2019-09,Omni Bus,0
2019-09,Omni Bus (Private Use),0
2019-09,Power Tiller,0
2019-09,Private Service Vehicle,0
2019-09,Private Service Vehicle (Individual Use),0
2019-09,Quadricycle (Commercial),0
2019-09,Quadricycle (Private),0
2019-09,Recovery Vehicle,0
2019-09,Road Roller,0
2019-09,Three Wheeler (Goods),68
2019-09,Three Wheeler (Passenger),107
2019-09,Three Wheeler (Personal),6
2019-09,Tow Truck,0
2019-09,Tower Wagon,0
2019-09,Tractor (Commercial),0
2019-09,Tractor-Trolley(Commercial),0
2019-09,Trailer (Agricultural),0
2019-09,Trailer (Commercial),0
2019-09,Tree Trimming Vehicle,0
2019-09,Vehicle Fitted With Compressor,0
2019-09,Vehicle Fitted With Generator,0
2019-09,Vehicle Fitted With Rig,0
2019-10,Adapted Vehicle,0
2019-10,Agricultural Tractor,1
2019-10,Ambulance,0
2019-10,Animal Ambulance,0
2019-10,Articulated Vehicle,0
2019-10,Breakdown Van,0
2019-10,Bus,81
2019-10,Camper Van / Trailer,0
2019-10,Camper Van / Trailer (Private Use),0
2019-10,Cash Van,0
2019-10,Construction Equipment Vehicle,0
2019-10,Construction Equipment Vehicle (Commercial),0
2019-10,Crane Mounted Vehicle,0
2019-10,Dumper,0
2019-10,E-Rickshaw With Cart (G),482
2019-10,E-Rickshaw(P),12700
2019-10,Earth Moving Equipment,0
2019-10,Educational Institution Bus,0
2019-10,Excavator (Commercial),0
2019-10,Excavator (Nt),0
2019-10,Fire Fighting Vehicle,0
2019-10,Fire Tenders,0
2019-10,Fork Lift,0
2019-10,Goods Carrier,1
2019-10,Harvester,0
2019-10,Hearses,0
2019-10,Library Van,0
2019-10,Luxury Cab,0
2019-10,M-Cycle/Scooter,1921
2019-10,M-Cycle/Scooter-With Side Car,2
2019-10,Maxi Cab,0
2019-10,Mobile Clinic,0
2019-10,Mobile Workshop,0
2019-10,Moped,108
2019-10,Motor Cab,115
2019-10,Motor Car,78
2019-10,Motor Cycle/Scooter-Sidecar(T),0
2019-10,Motor Cycle/Scooter-Used For Hire,56
2019-10,Motorised Cycle (Cc > 25Cc),51
2019-10,Omni Bus,0
2019-10,Omni Bus (Private Use),0
2019-10,Power Tiller,0
2019-10,Private Service Vehicle,1
2019-10,Private Service Vehicle (Individual Use),0
2019-10,Quadricycle (Commercial),0
2019-10,Quadricycle (Private),0
2019-10,Recovery Vehicle,0
2019-10,Road Roller,0
2019-10,Three Wheeler (Goods),52
2019-10,Three Wheeler (Passenger),68
2019-10,Three Wheeler (Personal),3
2019-10,Tow Truck,0
2019-10,Tower Wagon,0
2019-10,Tractor (Commercial),0
2019-10,Tractor-Trolley(Commercial),0
2019-10,Trailer (Agricultural),0
2019-10,Trailer (Commercial),0
2019-10,Tree Trimming Vehicle,0
2019-10,Vehicle Fitted With Compressor,0
2019-10,Vehicle Fitted With Generator,0
2019-10,Vehicle Fitted With Rig,0
2019-11,Adapted Vehicle,0
2019-11,Agricultural Tractor,0
2019-11,Ambulance,0
2019-11,Animal Ambulance,0
2019-11,Articulated Vehicle,0
2019-11,Breakdown Van,0
2019-11,Bulldozer,0
2019-11,Bus,50
2019-11,Camper Van / Trailer,0
2019-11,Camper Van / Trailer (Private Use),0
2019-11,Cash Van,0
2019-11,Construction Equipment Vehicle,0
2019-11,Construction Equipment Vehicle (Commercial),0
2019-11,Crane Mounted Vehicle,0
2019-11,Dumper,0
2019-11,E-Rickshaw With Cart (G),713
2019-11,E-Rickshaw(P),14742
2019-11,Earth Moving Equipment,0
2019-11,Educational Institution Bus,0
2019-11,Excavator (Commercial),0
2019-11,Excavator (Nt),0
2019-11,Fire Fighting Vehicle,0
2019-11,Fire Tenders,0
2019-11,Fork Lift,1
2019-11,Goods Carrier,2
2019-11,Harvester,0
2019-11,Hearses,0
2019-11,Library Van,0
2019-11,Luxury Cab,0
2019-11,M-Cycle/Scooter,2844
2019-11,M-Cycle/Scooter-With Side Car,0
2019-11,Maxi Cab,3
2019-11,Mobile Canteen,0
2019-11,Mobile Clinic,0
2019-11,Mobile Workshop,0
2019-11,Moped,186
2019-11,Motor Cab,134
2019-11,Motor Car,82
2019-11,Motor Cycle/Scooter-Sidecar(T),0
2019-11,Motor Cycle/Scooter-Used For Hire,12
2019-11,Motorised Cycle (Cc > 25Cc),103
2019-11,Omni Bus,0
2019-11,Omni Bus (Private Use),0
2019-11,Power Tiller,0
2019-11,Private Service Vehicle,0
2019-11,Private Service Vehicle (Individual Use),0
2019-11,Quadricycle (Commercial),0
2019-11,Quadricycle (Private),0
2019-11,Recovery Vehicle,0
2019-11,Road Roller,0
2019-11,Snorked Ladders,0
2019-11,Three Wheeler (Goods),28
2019-11,Three Wheeler (Passenger),101
2019-11,Three Wheeler (Personal),5
2019-11,Tower Wagon,0
2019-11,Tractor (Commercial),0
2019-11,Tractor-Trolley(Commercial),0
2019-11,Trailer (Agricultural),0
2019-11,Trailer (Commercial),0
2019-11,Vehicle Fitted With Compressor,0
2019-11,Vehicle Fitted With Generator,0
2019-11,Vehicle Fitted With Rig,0
2019-12,Adapted Vehicle,1
2019-12,Agricultural Tractor,0
2019-12,Ambulance,0
2019-12,Animal Ambulance,0
2019-12,Articulated Vehicle,0
2019-12,Breakdown Van,0
2019-12,Bus,53
2019-12,Camper Van / Trailer,0
2019-12,Camper Van / Trailer (Private Use),0
2019-12,Cash Van,0
2019-12,Construction Equipment Vehicle,1
2019-12,Construction Equipment Vehicle (Commercial),0
2019-12,Crane Mounted Vehicle,0
2019-12,Dumper,0
2019-12,E-Rickshaw With Cart (G),605
2019-12,E-Rickshaw(P),13801
2019-12,Earth Moving Equipment,0
2019-12,Educational Institution Bus,0
2019-12,Excavator (Commercial),0
2019-12,Excavator (Nt),0
2019-12,Fire Fighting Vehicle,0
2019-12,Fire Tenders,0
2019-12,Fork Lift,0
2019-12,Goods Carrier,19
2019-12,Harvester,0
2019-12,Hearses,0
2019-12,Luxury Cab,0
2019-12,M-Cycle/Scooter,1744
2019-12,M-Cycle/Scooter-With Side Car,0
2019-12,Maxi Cab,0
2019-12,Mobile Canteen,0
2019-12,Mobile Clinic,0
2019-12,Mobile Workshop,0
2019-12,Moped,104
2019-12,Motor Cab,47
2019-12,Motor Car,53
2019-12,Motor Cycle/Scooter-Sidecar(T),0
2019-12,Motor Cycle/Scooter-Used For Hire,333
2019-12,Motorised Cycle (Cc > 25Cc),53
2019-12,Omni Bus,0
2019-12,Omni Bus (Private Use),0
2019-12,Power Tiller,0
2019-12,Private Service Vehicle,0
2019-12,Private Service Vehicle (Individual Use),1
2019-12,Quadricycle (Commercial),0
2019-12,Quadricycle (Private),0
2019-12,Recovery Vehicle,0
2019-12,Road Roller,0
2019-12,Three Wheeler (Goods),21
2019-12,Three Wheeler (Passenger),189
2019-12,Three Wheeler (Personal),5
2019-12,Tow Truck,0
2019-12,Tower Wagon,0
2019-12,Tractor (Commercial),0
2019-12,Tractor-Trolley(Commercial),0
2019-12,Trailer (Agricultural),0
2019-12,Trailer (Commercial),0
2019-12,Trailer For Personal Use,0
2019-12,Vehicle Fitted With Compressor,0
2019-12,Vehicle Fitted With Generator,0
2019-12,Vehicle Fitted With Rig,0
2020-01,Adapted Vehicle,1
2020-01,Agricultural Tractor,0
2020-01,Ambulance,0
2020-01,Animal Ambulance,0
2020-01,Articulated Vehicle,0
2020-01,Auxiliary Trailer,0
2020-01,Breakdown Van,0
2020-01,Bus,9
2020-01,Camper Van / Trailer,0
2020-01,Camper Van / Trailer (Private Use),0
2020-01,Cash Van,0
2020-01,Construction Equipment Vehicle,1
2020-01,Construction Equipment Vehicle (Commercial),0
2020-01,Crane Mounted Vehicle,0
2020-01,Dumper,0
2020-01,E-Rickshaw With Cart (G),631
2020-01,E-Rickshaw(P),12729
2020-01,Earth Moving Equipment,0
2020-01,Educational Institution Bus,0
2020-01,Excavator (Commercial),0
2020-01,Excavator (Nt),0
2020-01,Fire Fighting Vehicle,0
2020-01,Fire Tenders,0
2020-01,Fork Lift,0
2020-01,Goods Carrier,0
2020-01,Harvester,0
2020-01,Hearses,0
2020-01,Library Van,0
2020-01,Luxury Cab,0
2020-01,M-Cycle/Scooter,2063
2020-01,M-Cycle/Scooter-With Side Car,0
2020-01,Maxi Cab,0
2020-01,Mobile Canteen,0
2020-01,Mobile Clinic,0
2020-01,Mobile Workshop,0
2020-01,Moped,96
2020-01,Motor Cab,213
2020-01,Motor Car,75
2020-01,Motor Cycle/Scooter-Sidecar(T),0
2020-01,Motor Cycle/Scooter-Used For Hire,723
2020-01,Motorised Cycle (Cc > 25Cc),59
2020-01,Omni Bus,0
2020-01,Omni Bus (Private Use),0
2020-01,Power Tiller,0
2020-01,Private Service Vehicle,0
2020-01,Private Service Vehicle (Individual Use),0
2020-01,Quadricycle (Commercial),0
2020-01,Quadricycle (Private),0
2020-01,Recovery Vehicle,0
2020-01,Road Roller,0
2020-01,Three Wheeler (Goods),21
2020-01,Three Wheeler (Passenger),242
2020-01,Three Wheeler (Personal),1
2020-01,Tow Truck,0
2020-01,Tower Wagon,0
2020-01,Tractor (Commercial),0
2020-01,Tractor-Trolley(Commercial),1
2020-01,Trailer (Agricultural),0
2020-01,Trailer (Commercial),0
2020-01,Trailer For Personal Use,0
2020-01,Vehicle Fitted With Compressor,0
2020-01,Vehicle Fitted With Generator,0
2020-01,Vehicle Fitted With Rig,0
2020-02,Adapted Vehicle,0
2020-02,Agricultural Tractor,0
2020-02,Ambulance,0
2020-02,Animal Ambulance,0
2020-02,Articulated Vehicle,0
2020-02,Auxiliary Trailer,0
2020-02,Breakdown Van,0
2020-02,Bus,19
2020-02,Camper Van / Trailer,0
2020-02,Camper Van / Trailer (Private Use),0
2020-02,Cash Van,0
2020-02,Construction Equipment Vehicle,0
2020-02,Construction Equipment Vehicle (Commercial),0
2020-02,Crane Mounted Vehicle,0
2020-02,Dumper,0
2020-02,E-Rickshaw With Cart (G),503
2020-02,E-Rickshaw(P),12957
2020-02,Earth Moving Equipment,0
2020-02,Educational Institution Bus,0
2020-02,Excavator (Commercial),0
2020-02,Excavator (Nt),0
2020-02,Fire Fighting Vehicle,0
2020-02,Fire Tenders,0
2020-02,Fork Lift,1
2020-02,Goods Carrier,4
2020-02,Harvester,0
2020-02,Hearses,0
2020-02,Luxury Cab,0
2020-02,M-Cycle/Scooter,2040
2020-02,M-Cycle/Scooter-With Side Car,1
2020-02,Maxi Cab,1
2020-02,Mobile Canteen,0
2020-02,Mobile Clinic,0
2020-02,Mobile Workshop,0
2020-02,Moped,73
2020-02,Motor Cab,388
2020-02,Motor Car,103
2020-02,Motor Cycle/Scooter-Sidecar(T),0
2020-02,Motor Cycle/Scooter-Used For Hire,190
2020-02,Motorised Cycle (Cc > 25Cc),49
2020-02,Omni Bus,0
2020-02,Omni Bus (Private Use),0
2020-02,Power Tiller,0
2020-02,Private Service Vehicle,0
2020-02,Private Service Vehicle (Individual Use),0
2020-02,Quadricycle (Commercial),0
2020-02,Quadricycle (Private),0
2020-02,Recovery Vehicle,0
2020-02,Road Roller,0
2020-02,Three Wheeler (Goods),31
2020-02,Three Wheeler (Passenger),205
2020-02,Three Wheeler (Personal),4
2020-02,Tow Truck,0
2020-02,Tower Wagon,0
2020-02,Tractor (Commercial),0
2020-02,Tractor-Trolley(Commercial),0
2020-02,Trailer (Agricultural),0
2020-02,Trailer (Commercial),0
2020-02,Trailer For Personal Use,0
2020-02,Tree Trimming Vehicle,0
2020-02,Vehicle Fitted With Compressor,0
2020-02,Vehicle Fitted With Generator,0
2020-02,Vehicle Fitted With Rig,0
2020-02,X-Ray Van,0
2020-03,Adapted Vehicle,0
2020-03,Agricultural Tractor,0
